geneNames	transcriptNames	id	fc	pval	qval
pelB	gene-PA3063	3133	2.86921816326859e-06	2.33968400209505e-11	7.67895568104171e-11
.	gene-PA4032	4131	9112.12548848643	2.34021690914687e-11	7.67895568104171e-11
exaA	gene-PA1982	2027	120203.795676308	2.34063879389623e-11	7.67895568104171e-11
.	gene-PA0714	727	6681179079.81921	2.3428148310245e-11	7.67895568104171e-11
.	gene-PA0266	270	7.30582461725007e-10	2.3428148310245e-11	7.67895568104171e-11
.	gene-PA2449	2503	120.518654887327	2.34423591649602e-11	7.67895568104171e-11
.	gene-PA3716	3811	809.241230129452	2.34616770455887e-11	7.67895568104171e-11
.	gene-PA0241	245	3.5554670329271e-05	2.34646746477551e-11	7.67895568104171e-11
.	gene-PA4457	4578	6077.87384714329	2.34666730491995e-11	7.67895568104171e-11
exbB1	gene-PA0198	202	8.68261932178988e-07	2.34809949262171e-11	7.67895568104171e-11
tufB	gene-PA4277	4381	236288.182661221	2.34859909298279e-11	7.67895568104171e-11
.	gene-PA1224	1253	896.709931331887	2.3505197788154e-11	7.67895568104171e-11
.	gene-PA3454	3547	9.70407509261427e-07	2.35055308550614e-11	7.67895568104171e-11
ampG	gene-PA4393	4511	8926.7601715902	2.35209629551036e-11	7.67895568104171e-11
.	gene-PA3897	3995	0.000534408877678512	2.35325092745597e-11	7.67895568104171e-11
waaG	gene-PA5010	5167	1155.58947386468	2.35408359472444e-11	7.67895568104171e-11
hutG	gene-PA5091	5247	5.61382808659215e-08	2.35462760400651e-11	7.67895568104171e-11
aroP2	gene-PA0866	883	3.42439544060475e-12	2.35665931214157e-11	7.67895568104171e-11
cupA2	gene-PA2129	2175	1452.75860263304	2.35695907235822e-11	7.67895568104171e-11
.	gene-PA1702	1739	31019029909.9164	2.35719221919339e-11	7.67895568104171e-11
rpoZ	gene-PA5337	5500	84624.5255086243	2.35729213926561e-11	7.67895568104171e-11
nalC	gene-PA3721	3816	0.00494870984597786	2.35758079725201e-11	7.67895568104171e-11
.	gene-PA2331	2381	2.11860638296105e-12	2.36073383064195e-11	7.67895568104171e-11
pchE	gene-PA4226	4327	3688754877.63862	2.36149988452894e-11	7.67895568104171e-11
.	gene-PA1747	1784	126310.027123897	2.36231034733692e-11	7.67895568104171e-11
spdH	gene-PA3713	3808	0.015785947620883	2.36251018748135e-11	7.67895568104171e-11
.	gene-PA0307	312	793.986970593279	2.36437536216272e-11	7.67895568104171e-11
.	gene-PA1941	1986	0.000139727249528422	2.36620723015335e-11	7.67895568104171e-11
lipA	gene-PA2862	2927	3.89984024949056e-17	2.36644037698852e-11	7.67895568104171e-11
.	gene-PA4866	5020	11824.1219820015	2.3673951687897e-11	7.67895568104171e-11
.	gene-PA0968	992	23455.7830102705	2.36807240483472e-11	7.67895568104171e-11
nrdJb	gene-PA5496	5664	901890.188105088	2.36837216505137e-11	7.67895568104171e-11
.	gene-PA3994	4093	0.000488987841154445	2.37150299398081e-11	7.67895568104171e-11
hutI	gene-PA5092	5248	1.38344539898638e-08	2.37307951067578e-11	7.67895568104171e-11
.	gene-PA2725	2780	3.34603083967805e-05	2.37423414262139e-11	7.67895568104171e-11
.	gene-PA2207	2255	0.000794329635299338	2.37604380615153e-11	7.67895568104171e-11
.	gene-PA2202	2250	253.720251839678	2.37629915744719e-11	7.67895568104171e-11
.	gene-PA2681	2736	6.73079650053329e-05	2.37708741579468e-11	7.67895568104171e-11
phaC1	gene-PA5056	5213	7.96995451593949e-10	2.37820874104955e-11	7.67895568104171e-11
.	gene-PA4940	5095	10816.5438374838	2.38145059228145e-11	7.67895568104171e-11
dapD	gene-PA3666	3761	738.18483317579	2.38298270005544e-11	7.67895568104171e-11
.	gene-PA1568	1603	698467.902061407	2.38433717214548e-11	7.67895568104171e-11
pcrD	gene-PA1703	1740	2835744777.83165	2.38494779480902e-11	7.67895568104171e-11
.	gene-PA0739	754	71532.5831207552	2.38522535056518e-11	7.67895568104171e-11
pprB	gene-PA4296	4409	5.89424356966236e-10	2.38551400855158e-11	7.67895568104171e-11
ptxS	gene-PA2259	2306	6.40591966154278e-14	2.38665753826695e-11	7.67895568104171e-11
fabI	gene-PA1806	1851	7.92103518134623e-06	2.38866704194152e-11	7.67895568104171e-11
estA	gene-PA5112	5268	2.20889206049347e-06	2.38924435791432e-11	7.67895568104171e-11
.	gene-PA1566	1601	3.78890104555868e-06	2.39159803072653e-11	7.67895568104171e-11
rhl	gene-PA3861	3957	1237.67109512806	2.39230857346229e-11	7.67895568104171e-11
.	gene-PA5120	5276	467.153376458088	2.39305242288879e-11	7.67895568104171e-11
.	gene-PA0340	345	1275.73740040063	2.39397390799923e-11	7.67895568104171e-11
.	gene-PA2209	2257	3.83353770307935e-07	2.39410713476218e-11	7.67895568104171e-11
.	gene-PA5342	5505	20574.4282517645	2.39426256598563e-11	7.67895568104171e-11
.	gene-PA0613	621	234459917.072311	2.39526176670779e-11	7.67895568104171e-11
dut	gene-PA5321	5484	1229.20040618078	2.39532838008927e-11	7.67895568104171e-11
rplN	gene-PA4253	4354	929411.158988391	2.39779307520394e-11	7.67895568104171e-11
.	gene-PA0741	756	3.0682736060114e-06	2.4010016197451e-11	7.67895568104171e-11
.	gene-PA2004	2050	2.75372498936268e-08	2.40120145988953e-11	7.67895568104171e-11
.	gene-PA2056	2101	29.5278090798127	2.40465425349612e-11	7.67895568104171e-11
.	gene-PA2174	2221	1.18200087248776e-11	2.40554243191582e-11	7.67895568104171e-11
.	gene-PA4533	4655	2191.39214916142	2.40634179249355e-11	7.67895568104171e-11
cpdA	gene-PA4969	5124	381661.920226709	2.40762965120211e-11	7.67895568104171e-11
.	gene-PA3342	3424	9.69594760336298e-06	2.40774067350458e-11	7.67895568104171e-11
gcdH	gene-PA0447	452	2.42585407556617e-15	2.40909514559462e-11	7.67895568104171e-11
.	gene-PA5167	5325	2.10106694372682e-07	2.41000552847481e-11	7.67895568104171e-11
.	gene-PA0007	7	3.70865459450586e-07	2.41249242804997e-11	7.67895568104171e-11
.	gene-PA4279	4386	164.717378454269	2.41435760273134e-11	7.67895568104171e-11
.	gene-PA3566	3658	3.43281069273509e-06	2.4159785283473e-11	7.67895568104171e-11
.	gene-PA0521	527	1.43498222223305e-07	2.41868747252738e-11	7.67895568104171e-11
.	gene-PA1736	1773	2.71935044844633e-07	2.42071918066245e-11	7.67895568104171e-11
.	gene-PA3691	3786	1.04096936607115e-10	2.42080799850442e-11	7.67895568104171e-11
napD	gene-PA1175	1203	9.48539821419515e-08	2.42175168807535e-11	7.67895568104171e-11
.	gene-PA1128	1156	727.108091192182	2.42363906721721e-11	7.67895568104171e-11
pilO	gene-PA5042	5199	174391.444196207	2.42413866757829e-11	7.67895568104171e-11
.	gene-PA3938	4037	4.23991923750249e-10	2.42468267686036e-11	7.67895568104171e-11
.	gene-PA1853	1899	25017.7787000159	2.42564857089178e-11	7.67895568104171e-11
holA	gene-PA3989	4089	482.335215150895	2.42614817125286e-11	7.67895568104171e-11
.	rna-PA3262.2	3341	66947.8332127434	2.42670328276517e-11	7.67895568104171e-11
prfB	gene-PA3701	3796	636.692941277945	2.42690312290961e-11	7.67895568104171e-11
.	gene-PA3303a	3384	270.256237829986	2.42788011917128e-11	7.67895568104171e-11
.	gene-PA3923	4022	4.76399937237704e-16	2.42873499090024e-11	7.67895568104171e-11
.	gene-PA3310	3392	56409.0091333829	2.43010056522053e-11	7.67895568104171e-11
glpQ	gene-PA0347	352	307077274.159506	2.43118858378466e-11	7.67895568104171e-11
.	gene-PA1341	1371	0.00806276323231686	2.43145503731057e-11	7.67895568104171e-11
.	gene-PA1241	1270	7993.40480137376	2.43168818414574e-11	7.67895568104171e-11
pobA	gene-PA0247	251	4758.47777824557	2.43405295918819e-11	7.67895568104171e-11
.	gene-PA1951	1996	1.39157203508871e-08	2.43405295918819e-11	7.67895568104171e-11
.	gene-PA5362	5525	354.717453859998	2.43447484393755e-11	7.67895568104171e-11
bkdB	gene-PA2249	2296	7.2478607380653e-12	2.43498554652888e-11	7.67895568104171e-11
.	gene-PA5230	5391	65258.9630359939	2.43526310228503e-11	7.67895568104171e-11
oprC	gene-PA3790	3886	2706034417.35092	2.43883802042433e-11	7.67895568104171e-11
.	rna-PA4280.4	4391	7978.82431405954	2.43971509661378e-11	7.67895568104171e-11
.	gene-PA2666	2722	0.00472693569595223	2.44013698136314e-11	7.67895568104171e-11
.	gene-PA3520	3612	3.99526701365095e-11	2.44029241258659e-11	7.67895568104171e-11
.	gene-PA0921	943	206.385479327521	2.44209097388648e-11	7.67895568104171e-11
creB	gene-PA0463	469	5176.01671669993	2.44607667454488e-11	7.67895568104171e-11
.	gene-PA1968	2013	268196.046975767	2.44670950166892e-11	7.67895568104171e-11
.	rna-PA1796.2	1836	8611.88809366213	2.44736453325345e-11	7.67895568104171e-11
ldcA	gene-PA1818	1863	4.29237377853445e-07	2.44798625814724e-11	7.67895568104171e-11
.	gene-PA4322	4439	140.28870672714	2.45101716700447e-11	7.67895568104171e-11
.	gene-PA0346	351	6774786918.21391	2.45146125621432e-11	7.67895568104171e-11
.	gene-PA4724.1	4871	1282.46869233221	2.45172770974023e-11	7.67895568104171e-11
pcaG	gene-PA0154	158	1.19826132513156e-05	2.45603537507577e-11	7.67895568104171e-11
.	gene-PA2652	2708	36117.4013040944	2.45616860183873e-11	7.67895568104171e-11
.	rna-PA5369.4	5536	10564.2269806257	2.45778952745468e-11	7.67895568104171e-11
.	gene-PA3403a	3488	742.417866279862	2.45855558134167e-11	7.67895568104171e-11
.	gene-PA2270	2317	18857.6015308027	2.45871101256512e-11	7.67895568104171e-11
.	rna-PA3094.3	3168	80077.9757434298	2.45958808875457e-11	7.67895568104171e-11
.	gene-PA4703	4847	1.07533504328111e-09	2.46005438242491e-11	7.67895568104171e-11
.	gene-PA1485	1517	3.02317715913398e-05	2.46116460544954e-11	7.67895568104171e-11
.	gene-PA4998	5155	196.458608904988	2.46134224113348e-11	7.67895568104171e-11
.	gene-PA1953	1998	6969.40233973304	2.46149767235693e-11	7.67895568104171e-11
.	gene-PA4806	4960	6.28333547681656e-05	2.46205278386924e-11	7.67895568104171e-11
moaD	gene-PA3917	4016	3385.6961873626	2.46684894733562e-11	7.67895568104171e-11
osmC	gene-PA0059	61	2.87462637755448e-10	2.4682367261164e-11	7.67895568104171e-11
.	gene-PA2669	2724	0.00102340096670298	2.46851428187256e-11	7.67895568104171e-11
.	gene-PA0128	132	315.020780590103	2.46878073539847e-11	7.67895568104171e-11
.	gene-PA3880	3977	138.062074730401	2.46971332273915e-11	7.67895568104171e-11
.	gene-PA0507	513	1.82140169670148e-06	2.47042386547491e-11	7.67895568104171e-11
rbsK	gene-PA1950	1995	1.94185882006526e-10	2.47231124461678e-11	7.67895568104171e-11
.	gene-PA2204	2252	2.59740129442515e-10	2.47331044533894e-11	7.67895568104171e-11
.	gene-PA2793	2855	0.00917266023150195	2.47335485425992e-11	7.67895568104171e-11
epd	gene-PA0551	558	1009.45118442659	2.47364351224633e-11	7.67895568104171e-11
.	gene-PA3135	3214	894.009619869607	2.47383225016051e-11	7.67895568104171e-11
.	gene-PA5294	5456	1839.74237626596	2.47415421483765e-11	7.67895568104171e-11
.	gene-PA4198	4298	9.71246000831749e-09	2.47577514045361e-11	7.67895568104171e-11
.	gene-PA3850	3946	0.000114404928617555	2.47669662556405e-11	7.67895568104171e-11
proB	gene-PA4565	4690	31621.38519399	2.48239206968037e-11	7.67895568104171e-11
arsB	gene-PA2278	2325	0.000189348705367106	2.48355780385623e-11	7.67895568104171e-11
.	gene-PA1451	1481	0.0333256442422511	2.4839352796846e-11	7.67895568104171e-11
ppsA	gene-PA1770	1807	78383.2691078507	2.48658871271346e-11	7.67895568104171e-11
eddA	gene-PA3910	4008	38360.2016634088	2.48696618854183e-11	7.67895568104171e-11
.	gene-PA4799	4952	0.0166138001299174	2.48752130005414e-11	7.67895568104171e-11
.	gene-PA1068	1094	222.03413956754	2.48774334465907e-11	7.67895568104171e-11
.	gene-PA1216	1245	2.79244660295552e-07	2.48790987811276e-11	7.67895568104171e-11
folE2	gene-PA1674	1711	7485.56493865509	2.48797649149424e-11	7.67895568104171e-11
.	gene-PA1492	1524	0.000209629799547739	2.49205100999461e-11	7.67895568104171e-11
.	gene-PA3680	3775	138.146802926809	2.49431586496485e-11	7.67895568104171e-11
.	gene-PA4496	4617	2.23156113445249e-08	2.49433806942534e-11	7.67895568104171e-11
.	gene-PA3961	4060	314.406711388567	2.49587017719932e-11	7.67895568104171e-11
fadD2	gene-PA3300	3379	2.34662175983835e-06	2.4959367905808e-11	7.67895568104171e-11
.	gene-PA2992	3060	7024.99307415967	2.49689158238198e-11	7.67895568104171e-11
.	gene-PA3740	3836	3.67735976965684e-05	2.49724685374986e-11	7.67895568104171e-11
folE1	gene-PA3438	3530	2.3295977913743e-05	2.49749110281527e-11	7.67895568104171e-11
.	gene-PA3512	3604	1.60854875981458e-10	2.49760212511774e-11	7.67895568104171e-11
exaB	gene-PA1983	2028	629027.99230296	2.49869014368187e-11	7.67895568104171e-11
pmrA	gene-PA4776	4929	350.691864766033	2.50020004699536e-11	7.67895568104171e-11
.	gene-PA2770	2830	1692.54141979472	2.50208742613722e-11	7.67895568104171e-11
.	gene-PA3133	3208	12084.0000588468	2.50253151534707e-11	7.67895568104171e-11
.	gene-PA0711	724	0.000617221217415835	2.50479637031731e-11	7.67895568104171e-11
.	gene-PA5548	5715	4577.54338247136	2.50504061938273e-11	7.67895568104171e-11
.	gene-PA4115	4214	8.37531818297064e-08	2.50776066579306e-11	7.67895568104171e-11
.	gene-PA0938	961	0.00136008908116981	2.50799381262823e-11	7.67895568104171e-11
.	gene-PA3990	4090	1224295.84482271	2.50873766205473e-11	7.67895568104171e-11
tolQ	gene-PA0969	993	7869.33753287837	2.50974796500714e-11	7.67895568104171e-11
.	gene-PA5438	5607	4353.80990259704	2.50997000961206e-11	7.67895568104171e-11
pyrD	gene-PA3050	3119	870.175436925025	2.51070275680831e-11	7.67895568104171e-11
.	gene-PA3837	3934	0.000330358181785737	2.51184628652368e-11	7.67895568104171e-11
.	gene-PA0323	328	4.96884406850016e-06	2.51336729206741e-11	7.67895568104171e-11
gcd	gene-PA2290	2339	459.849033625809	2.51557663588642e-11	7.67895568104171e-11
.	gene-PA2266	2313	1.15233240218372e-05	2.51580978272159e-11	7.67895568104171e-11
.	gene-PA0333	338	0.00631438289369745	2.52156073798915e-11	7.67895568104171e-11
.	gene-PA3515	3607	4.66248143947927e-06	2.522004827199e-11	7.67895568104171e-11
.	gene-PA4451	4571	16530.2957691634	2.52211584950146e-11	7.67895568104171e-11
.	gene-PA5519	5687	1.44457086751824e-05	2.52651233267898e-11	7.67895568104171e-11
.	gene-PA3884	3981	4.57010876224813e-05	2.52771137354557e-11	7.67895568104171e-11
.	gene-PA3231	3308	8.49567581567228e-10	2.52831089397887e-11	7.67895568104171e-11
glpD	gene-PA3584	3677	67819699815.7975	2.52893261887266e-11	7.67895568104171e-11
.	gene-PA0712	725	16612.1155603957	2.52908805009611e-11	7.67895568104171e-11
.	gene-PA3314	3396	10.0932541946748	2.53048693110713e-11	7.67895568104171e-11
psd	gene-PA4957	5112	1073.418195744	2.53469467637046e-11	7.67895568104171e-11
.	gene-PA3529	3621	621147.248237831	2.53589371723706e-11	7.67895568104171e-11
.	gene-PA0567	574	5.33548795410444e-09	2.53992382681645e-11	7.67895568104171e-11
.	rna-PA2775.1	2837	839.500022084458	2.54138932120895e-11	7.67895568104171e-11
.	gene-PA3091	3162	58680217.5938427	2.54187781933979e-11	7.67895568104171e-11
.	gene-PA4343	4460	2.67619462835036e-05	2.54820609058015e-11	7.67895568104171e-11
pfpI	gene-PA0355	360	2.19978077948193e-11	2.54880561101345e-11	7.67895568104171e-11
coxB	gene-PA0105	109	6.49301669949666e-14	2.54967158497266e-11	7.67895568104171e-11
.	gene-PA1372	1402	0.000266305938358801	2.55033771878743e-11	7.67895568104171e-11
pcpS	gene-PA1165	1193	337.835908360691	2.55175880425895e-11	7.67895568104171e-11
.	gene-PA3920	4019	2.90756317665428e-09	2.5520585644756e-11	7.67895568104171e-11
amiR	gene-PA3363	3445	9.89381171205626e-07	2.55253596037619e-11	7.67895568104171e-11
narK1	gene-PA3877	3974	9122.22351902654	2.55485632649766e-11	7.67895568104171e-11
.	rna-PA0668.2	677	10610.9231620741	2.5558999361408e-11	7.67895568104171e-11
.	gene-PA1510	1542	0.00299059510354352	2.55659937664632e-11	7.67895568104171e-11
.	gene-PA3277	3356	1.1742519202307e-07	2.56001886356216e-11	7.67895568104171e-11
.	gene-PA1856	1902	1.45003074562303e-05	2.56112908658679e-11	7.67895568104171e-11
phrS	rna-PA3305.1	3387	160787059.910216	2.56121790442876e-11	7.67895568104171e-11
corA	gene-PA5268	5430	373.239924316666	2.56306087464964e-11	7.67895568104171e-11
.	gene-PA2867	2932	190.095715854755	2.56390464414835e-11	7.67895568104171e-11
.	rna-PA0668.3	678	6457.31944472128	2.56517029839642e-11	7.67895568104171e-11
pdxJ	gene-PA0773	787	1194.02490629484	2.56625831696056e-11	7.67895568104171e-11
opmQ	gene-PA2391	2440	1408521.47614134	2.57065480013807e-11	7.67895568104171e-11
.	gene-PA0359	364	576242.459876197	2.57109888934792e-11	7.67895568104171e-11
.	rna-PA4690.3	4832	5559.25151398777	2.57112109380842e-11	7.67895568104171e-11
.	gene-PA0073	76	0.192785833669837	2.57238674805649e-11	7.67895568104171e-11
.	gene-PA3412	3497	0.000261107101992896	2.57669441339203e-11	7.67895568104171e-11
.	gene-PA1791	1829	109407.823528929	2.57749377396976e-11	7.67895568104171e-11
.	gene-PA0742	757	1.12807280715363e-05	2.57969201555852e-11	7.67895568104171e-11
ppiD	gene-PA1805	1850	46931.9937281839	2.58002508246591e-11	7.67895568104171e-11
rpsK	gene-PA4240	4341	3705.08514797491	2.5805024783665e-11	7.67895568104171e-11
.	gene-PA0641	648	801544.441161641	2.5833113426188e-11	7.67895568104171e-11
.	gene-PA4921	5074	0.00121954305052313	2.5837443295984e-11	7.67895568104171e-11
.	gene-PA0113	117	2.07271217339768e-07	2.58427723665022e-11	7.67895568104171e-11
.	gene-PA0285	289	55.3951822195451	2.58659760277169e-11	7.67895568104171e-11
rpsD	gene-PA4239	4340	3936.18995433115	2.58664201169267e-11	7.67895568104171e-11
.	gene-PA1390	1420	0.00168439337477294	2.58839616407158e-11	7.67895568104171e-11
.	gene-PA1530	1562	954.635176389762	2.59061661012083e-11	7.67895568104171e-11
gcvT1	gene-PA5215	5375	12563.3373738639	2.5935364966756e-11	7.67895568104171e-11
nadA	gene-PA1004	1027	8627.17587509624	2.59607890740199e-11	7.67895568104171e-11
.	gene-PA2551	2602	6.78081839444459e-08	2.59684496128898e-11	7.67895568104171e-11
.	gene-PA0713	726	29954135645.9161	2.59816612668828e-11	7.67895568104171e-11
pcaT	gene-PA0229	233	0.000384404999635912	2.60085286640788e-11	7.67895568104171e-11
rplX	gene-PA4252	4353	1424700.20123449	2.60130805784797e-11	7.67895568104171e-11
rpmI	gene-PA2742	2795	6247622.63624979	2.60238497418186e-11	7.67895568104171e-11
.	gene-PA5463	5632	146.660675765423	2.60297339238491e-11	7.67895568104171e-11
.	gene-PA1240	1269	370.488572134327	2.60601540347238e-11	7.67895568104171e-11
.	gene-PA2082	2127	2534.66051052259	2.60612642577485e-11	7.67895568104171e-11
.	rna-PA2942.1	3008	3.84559983134224e-06	2.60799160045622e-11	7.67895568104171e-11
.	gene-PA1342	1372	1.62945513615127e-07	2.60862442758025e-11	7.67895568104171e-11
.	gene-PA1578a	1614	0.0156467037358634	2.61006771751227e-11	7.67895568104171e-11
.	MSTRG.556.1	675	1475.48128600214	2.61122234945788e-11	7.67895568104171e-11
.	gene-PA5002	5159	108.640125156333	2.61168864312822e-11	7.67895568104171e-11
.	gene-PA0626	634	3511979.9475722	2.61324295536269e-11	7.67895568104171e-11
.	gene-PA3093	3164	14356.5117951943	2.61702881587667e-11	7.67895568104171e-11
hslV	gene-PA5053	5210	2.58829066082936e-07	2.61750621177725e-11	7.67895568104171e-11
.	gene-PA0064	66	0.0040907971763618	2.62043720056226e-11	7.67895568104171e-11
ubiG	gene-PA3171	3249	676.326811888757	2.62134758344246e-11	7.67895568104171e-11
.	gene-PA4534	4656	8226.34674320187	2.62652122273721e-11	7.67895568104171e-11
oprP	gene-PA3279	3358	3.07901738683915e-05	2.63191690663689e-11	7.67895568104171e-11
.	gene-PA1939	1984	1.3184470658372e-07	2.63798982658159e-11	7.67895568104171e-11
.	gene-PA5225	5385	11111.0340985621	2.64137600680669e-11	7.67895568104171e-11
.	gene-PA1404	1434	9.25577829786188e-09	2.64177568709556e-11	7.67895568104171e-11
atuR	gene-PA2885	2950	20972.2861490054	2.64230859414738e-11	7.67895568104171e-11
.	gene-PA1881	1928	5.26576493483465e-06	2.64512856062993e-11	7.67895568104171e-11
.	gene-PA2592	2647	3.45156552144761e-06	2.64689381523908e-11	7.67895568104171e-11
pilK	gene-PA0412	417	2306201.6369201	2.64743782452115e-11	7.67895568104171e-11
.	gene-PA2940	3005	0.000622271182995156	2.64926969251178e-11	7.67895568104171e-11
.	rna-PA4541.3	4666	125576.393718424	2.64941402150498e-11	7.67895568104171e-11
wspD	gene-PA3705	3800	334.417976059952	2.64956945272843e-11	7.67895568104171e-11
.	gene-PA4913	5066	5.94088441655868e-12	2.65086841366724e-11	7.67895568104171e-11
.	gene-PA1274	1303	134.907123627144	2.65110156050241e-11	7.67895568104171e-11
.	gene-PA2779	2841	6.5128209144345e-08	2.65127919618635e-11	7.67895568104171e-11
pheT	gene-PA2739	2792	2765.15775011393	2.65150124079128e-11	7.67895568104171e-11
.	gene-PA1656	1693	7.0276144734443e-05	2.6517232853962e-11	7.67895568104171e-11
leuS	gene-PA3987	4087	1049.29020911519	2.65640842656012e-11	7.67895568104171e-11
